MMS Id,ISSN,Aleph Number,Network Number,Material Type
990000260500302486,1742-9838,(Aleph)000026050EMU01,(OCoLC)43519115,Bound Issue
990000263630302486,1014-8906,(Aleph)000026363EMU01,ocm23959250,Bound Issue
990000273280302486,1346-0862,(Aleph)000027328EMU01,(OCoLC)45953991,Bound Issue
990000273300302486,0735-6498; 1098-7266,(Aleph)000027330EMU01,ocm36550726,Bound Issue
990000274320302486,,(Aleph)000027432EMU01,ocm4802975,Bound Issue
990000280510302486,,(Aleph)000028051EMU01,(OCoLC)48881655,Bound Issue
990000282300302486,,(Aleph)000028230EMU01,ocm15078284,Bound Issue
990000282980302486,,(Aleph)000028298EMU01,(OCoLC)2444682,Bound Issue
990000282990302486,,(Aleph)000028299EMU01,ocm15079407,Bound Issue
990000283020302486,,(Aleph)000028302EMU01,ocm15559283,Bound Issue
990000283820302486,0578-3224,(Aleph)000028382EMU01,(OCoLC)2251587,Bound Issue
990000284060302486,0340-7969,(Aleph)000028406EMU01,(OCoLC)2882658,Bound Issue
990000293080302486,0739-0882; 1535-573X,(Aleph)000029308EMU01,ocm46541425,Bound Issue
990000294650302486,,(Aleph)000029465EMU01,ocm3567500,Bound Issue
990000294660302486,0093-9382,(Aleph)000029466EMU01,ocm1793179,Bound Issue
990000296420302486,1070-9533; 1529-8957; 1538-9251,(Aleph)000029642EMU01,(OCoLC)44998698,Bound Issue
990000296430302486,1205-8823,(Aleph)000029643EMU01,ocm33823276,Bound Issue
990000299640302486,,(Aleph)000029964EMU01,ocm36759429,Bound Issue
990000301900302486,1616-8801,(Aleph)000030190EMU01,ocm46713666,Bound Issue
990000302300302486,,(Aleph)000030230EMU01,(OCoLC)46714241,Bound Issue
990000302310302486,,(Aleph)000030231EMU01,ocm46714336,Bound Issue
990000302320302486,0307-5982,(Aleph)000030232EMU01,(OCoLC)46715670,Bound Issue
990000305630302486,,(Aleph)000030563EMU01,ocm7594499,Bound Issue
990000320040302486,0915-1281,(Aleph)000032004EMU01,(OCoLC)47130683,Bound Issue
990000320130302486,0300-9580; 1470-1820; 1472-779X,(Aleph)000032013EMU01,(OCoLC)44000837,Bound Issue
990000321260302486,1393-5941,(Aleph)000032126EMU01,(OCoLC)41254523,Bound Issue
990000323240302486,1534-8318,(Aleph)000032324EMU01,(OCoLC)46796174,Bound Issue
990000325010302486,1615-4150,(Aleph)000032501EMU01,(OCoLC)45913850,Bound Issue
990000325130302486,1096-9470,(Aleph)000032513EMU01,ocm37973904,Bound Issue
990000326840302486,1608-120X; 1727-2327,(Aleph)000032684EMU01,(OCoLC)46822980,Bound Issue
990000329180302486,1055-6699; 1932-5037,(Aleph)000032918EMU01,(OCoLC)45896661,Bound Issue
990000330210302486,,(Aleph)000033021EMU01,ocm33977703,Bound Issue
990000330220302486,,(Aleph)000033022EMU01,ocm7685425,Bound Issue
990000330230302486,0563-4334,(Aleph)000033023EMU01,(OCoLC)1605711,Bound Issue
990000330250302486,,(Aleph)000033025EMU01,ocm25583126,Bound Issue
990000330260302486,,(Aleph)000033026EMU01,ocm25583079,Bound Issue
990000330660302486,0932-2140,(Aleph)000033066EMU01,(OCoLC)5118871,Bound Issue
990000330700302486,0932-2159,(Aleph)000033070EMU01,(OCoLC)1778053,Bound Issue
990000330720302486,0170-9046,(Aleph)000033072EMU01,(OCoLC)1778567,Bound Issue
990000330730302486,,(Aleph)000033073EMU01,ocm30611481,Bound Issue
990000330750302486,0044-8249,(Aleph)000033075EMU01,(OCoLC)5845277,Bound Issue
990000331380302486,0765-3697,(Aleph)000033138EMU01,(OCoLC)13119183,Bound Issue
990000332010302486,,(Aleph)000033201EMU01,ocm46836432,Bound Issue
990000332020302486,,(Aleph)000033202EMU01,ocm46849006,Bound Issue
990000333920302486,1569-3732,(Aleph)000033392EMU01,(OCoLC)33989550,Bound Issue
990000334510302486,,(Aleph)000033451EMU01,(OCoLC)11638152,Bound Issue
990000334520302486,0040-3989,(Aleph)000033452EMU01,ocm9004774,Bound Issue
990000334530302486,0495-1549,(Aleph)000033453EMU01,ocm6129958,Bound Issue
990000334540302486,,(Aleph)000033454EMU01,(OCoLC)5002217,Bound Issue
990000334550302486,,(Aleph)000033455EMU01,(OCoLC)9385257,Bound Issue
990000334560302486,,(Aleph)000033456EMU01,(OCoLC)5243540,Bound Issue
990000334570302486,,(Aleph)000033457EMU01,ocm1767254,Bound Issue
990000335880302486,,(Aleph)000033588EMU01,(OCoLC)46867079,Bound Issue
990000335960302486,0070-7333,(Aleph)000033596EMU01,(OCoLC)1566964,Bound Issue
990000336020302486,0039-5293,(Aleph)000033602EMU01,ocm1777748,Bound Issue
990000336040302486,0586-1128,(Aleph)000033604EMU01,ocm2450935,Bound Issue
990000336050302486,,(Aleph)000033605EMU01,ocm2823542,Bound Issue
990000336070302486,0585-5381,(Aleph)000033607EMU01,(OCoLC)6551566,Bound Issue
990000336080302486,,(Aleph)000033608EMU01,ocm31714564,Bound Issue
990000336440302486,,(Aleph)000033644EMU01,ocm46869082,Bound Issue
990000337550302486,,(Aleph)000033755EMU01,ocm6784893,Bound Issue
990000337560302486,,(Aleph)000033756EMU01,ocm6635666,Bound Issue
990000337570302486,0038-2662,(Aleph)000033757EMU01,(OCoLC)1766067,Bound Issue
990000337580302486,,(Aleph)000033758EMU01,ocm15027271,Bound Issue
990000337610302486,,(Aleph)000033761EMU01,(OCoLC)1766213,Bound Issue
990000337630302486,0361-6037,(Aleph)000033763EMU01,(OCoLC)1639471,Bound Issue
990000337810302486,,(Aleph)000033781EMU01,ocm28173555,Bound Issue
990000337830302486,,(Aleph)000033783EMU01,ocm9811669,Bound Issue
990000337840302486,1000-9485,(Aleph)000033784EMU01,(OCoLC)6781272,Bound Issue
990000337850302486,,(Aleph)000033785EMU01,ocm8942187,Bound Issue
990000337860302486,,(Aleph)000033786EMU01,ocm9343501,Bound Issue
990000337870302486,0744-6039,(Aleph)000033787EMU01,ocm7680906,Bound Issue
990000337880302486,0038-7088; 0038-707X,(Aleph)000033788EMU01,ocm1796563,Bound Issue
990000337890302486,0041-1221,(Aleph)000033789EMU01,ocm1606965,Bound Issue
990000338760302486,,(Aleph)000033876EMU01,ocm46887948,Bound Issue
990000338830302486,0094-0593; 1534-715X,(Aleph)000033883EMU01,(OCoLC)46726215,Bound Issue
990000339340302486,,(Aleph)000033934EMU01,ocm46891881,Bound Issue
990000339350302486,,(Aleph)000033935EMU01,ocm46891984,Bound Issue
990000339610302486,0869-4575,(Aleph)000033961EMU01,(OCoLC)31065776,Bound Issue
990000339950302486,1561-6177,(Aleph)000033995EMU01,(OCoLC)41277524,Bound Issue
990000341170302486,,(Aleph)000034117EMU01,(OCoLC)2022181,Bound Issue
990000341410302486,,(Aleph)000034141EMU01,(OCoLC)10067661,Bound Issue
990000342250302486,,(Aleph)000034225EMU01,ocm16361901,Bound Issue
990000343000302486,0300-922X; 1470-4358; 1472-7781,(Aleph)000034300EMU01,(OCoLC)44000773,Bound Issue
990000343010302486,1353-3312,(Aleph)000034301EMU01,(OCoLC)31495572,Bound Issue
990000349560302486,0955-5803,(Aleph)000034956EMU01,(OCoLC)19966890,Bound Issue
990000349570302486,0392-7202,(Aleph)000034957EMU01,ocm5070547,Bound Issue
990000350520302486,0012-4982,(Aleph)000035052EMU01,(OCoLC)33414023,Bound Issue
990000356170302486,1095-1318,(Aleph)000035617EMU01,(OCoLC)23846424,Bound Issue
990000356530302486,1522-4724,(Aleph)000035653EMU01,(OCoLC)40198246,Bound Issue
990000356540302486,1091-5923,(Aleph)000035654EMU01,(OCoLC)35847280,Bound Issue
990000356550302486,1525-1578,(Aleph)000035655EMU01,(OCoLC)41392181,Bound Issue
990000362730302486,1404-3858,(Aleph)000036273EMU01,(OCoLC)45178905,Bound Issue
990000362800302486,0305-0785; 1475-7737,(Aleph)000036280EMU01,(OCoLC)46763241,Bound Issue
990000362850302486,1531-426X,(Aleph)000036285EMU01,(OCoLC)44866398,Bound Issue
990000366930302486,8755-528X; 1538-7720,(Aleph)000036693EMU01,(OCoLC)46922052,Bound Issue
990000369310302486,,(Aleph)000036931EMU01,(OCoLC)46894126,Bound Issue
990000369360302486,,(Aleph)000036936EMU01,(OCoLC)1227104,Bound Issue
990000369370302486,,(Aleph)000036937EMU01,(OCoLC)1227075,Bound Issue
990000369380302486,,(Aleph)000036938EMU01,(OCoLC)1227099,Bound Issue
990000369390302486,,(Aleph)000036939EMU01,(OCoLC)1227042,Bound Issue
990000393810302486,1059-7441,(Aleph)000039381EMU01,(OCoLC)12561272,Bound Issue
990000400070302486,,(Aleph)000040007EMU01,ocm18923973,Bound Issue
990000412900302486,0376-6438; 1999-0804; 1995-3747,(Aleph)000041290EMU01,(OCoLC)47103438,Bound Issue
990000414220302486,,(Aleph)000041422EMU01,(OCoLC)32804828,Bound Issue
990000418100302486,1468-215X,(Aleph)000041810EMU01,(OCoLC)44420406,Bound Issue
990000420180302486,1472-6033; 1467-2715,(Aleph)000042018EMU01,(OCoLC)45440468,Bound Issue
990000420830302486,0891-446X,(Aleph)000042083EMU01,(OCoLC)14780545,Bound Issue
990000421110302486,0376-6438; 1999-0782; 1995-3720,(Aleph)000042111EMU01,(OCoLC)46802887,Bound Issue
990000421140302486,1999-0766; 1995-3704,(Aleph)000042114EMU01,(OCoLC)46765640,Bound Issue
990000421160302486,1617-819X; 1616-5047,(Aleph)000042116EMU01,(OCoLC)46654526,Bound Issue
990000421170302486,1559-1697,(Aleph)000042117EMU01,(OCoLC)46860172,Bound Issue
990000421280302486,1535-7740,(Aleph)000042128EMU01,(OCoLC)46911917,Bound Issue
990000421290302486,0742-1524,(Aleph)000042129EMU01,(OCoLC)47094423,Bound Issue
990000421300302486,1473-6071,(Aleph)000042130EMU01,(OCoLC)46925689,Bound Issue
990000421320302486,,(Aleph)000042132EMU01,ocm44931016,Bound Issue
990000421330302486,1064-556X,(Aleph)000042133EMU01,(OCoLC)26327441,Bound Issue
990000422020302486,1020-9212,(Aleph)000042202EMU01,(OCoLC)46854759,Bound Issue
990000425060302486,1430-6921,(Aleph)000042506EMU01,(OCoLC)38548426,Bound Issue
990000427950302486,1526-5161,(Aleph)000042795EMU01,(OCoLC)42279301,Bound Issue
990000427980302486,,(Aleph)000042798EMU01,ocm47219966,Bound Issue
990000427990302486,1526-7797; 1525-7797,(Aleph)000042799EMU01,(OCoLC)41669992,Bound Issue
990000428000302486,1502-0819,(Aleph)000042800EMU01,ocm47220181,Bound Issue
990000438250302486,1533-1709,(Aleph)000043825EMU01,ocm45664645,Bound Issue
990000439810302486,,(Aleph)000043981EMU01,(OCoLC)35313872,Bound Issue
990000440580302486,1288-3794,(Aleph)000044058EMU01,(OCoLC)39207973,Bound Issue
990000440660302486,1617-4615,(Aleph)000044066EMU01,(OCoLC)46950407,Bound Issue
990000440730302486,0811-5796,(Aleph)000044073EMU01,(OCoLC)10592404,Bound Issue
990000440980302486,,(Aleph)000044098EMU01,ocm3990993,Bound Issue
990000446460302486,0027-7835,(Aleph)000044646EMU01,(OCoLC)1758998,Bound Issue
990000447810302486,1540-8655,(Aleph)000044781EMU01,ocm45486354,Bound Issue
990000447870302486,,(Aleph)000044787EMU01,ocm16324366,Bound Issue
990000449360302486,0926-874X,(Aleph)000044936EMU01,(OCoLC)25895676,Bound Issue
990000449400302486,1524-3974,(Aleph)000044940EMU01,(OCoLC)41031016,Bound Issue
990000449420302486,1536-5778,(Aleph)000044942EMU01,(OCoLC)44923368,Bound Issue
990000449440302486,1528-8625,(Aleph)000044944EMU01,(OCoLC)43538934,Bound Issue
990000450560302486,,(Aleph)000045056EMU01,(OCoLC)9444331,Bound Issue
990000450650302486,1535-3532,(Aleph)000045065EMU01,(OCoLC)47032755,Bound Issue
990000451120302486,0001-5393,(Aleph)000045112EMU01,(OCoLC)981859,Bound Issue
990000455860302486,0092-0908,(Aleph)000045586EMU01,(OCoLC)1784388,Bound Issue
990000458170302486,,(Aleph)000045817EMU01,(OCoLC)12386197,Bound Issue
990000460620302486,1472-6696,(Aleph)000046062EMU01,(OCoLC)47251192,Bound Issue
990000460650302486,,(Aleph)000046065EMU01,(OCoLC)5845100,Bound Issue
990000460780302486,0772-7151,(Aleph)000046078EMU01,(OCoLC)9121407,Bound Issue
990000460840302486,0772-7151,(Aleph)000046084EMU01,(OCoLC)23031591,Bound Issue
990000461950302486,1468-1218,(Aleph)000046195EMU01,(OCoLC)45144941,Bound Issue
990000462770302486,0015-1874; 1536-0490,(Aleph)000046277EMU01,ocm46866752,Bound Issue
990000464010302486,1533-1458,(Aleph)000046401EMU01,ocm45662535,Bound Issue
990000464130302486,1553-6939,(Aleph)000046413EMU01,(OCoLC)47031072,Bound Issue
990000467550302486,1097-6566,(Aleph)000046755EMU01,ocm38225209,Bound Issue
990000467560302486,0824-5053,(Aleph)000046756EMU01,(OCoLC)10669089,Bound Issue
990000467570302486,,(Aleph)000046757EMU01,(OCoLC)8011663,Bound Issue
990000467730302486,,(Aleph)000046773EMU01,(OCoLC)46398762,Bound Issue
990000467760302486,,(Aleph)000046776EMU01,(OCoLC)41036016,Bound Issue
990000467810302486,,(Aleph)000046781EMU01,(OCoLC)12727823,Bound Issue
990000472650302486,1439-765X,(Aleph)000047265EMU01,(OCoLC)47992100,Bound Issue
990000472840302486,,(Aleph)000047284EMU01,ocm47639176,Bound Issue
990000472850302486,1117-8841,(Aleph)000047285EMU01,ocm47257070,Bound Issue
990000475070302486,0133-2023,(Aleph)000047507EMU01,(OCoLC)36214468,Bound Issue
990000475190302486,,(Aleph)000047519EMU01,(OCoLC)4950047,Bound Issue
990000475960302486,,(Aleph)000047596EMU01,(OCoLC)7336908,Bound Issue
990000476600302486,1577-3388,(Aleph)000047660EMU01,(OCoLC)47120684,Bound Issue
990000477070302486,0970-8782,(Aleph)000047707EMU01,(OCoLC)19234070,Bound Issue
990000477080302486,,(Aleph)000047708EMU01,(OCoLC)44181263,Bound Issue
990000477090302486,,(Aleph)000047709EMU01,(OCoLC)44461045,Bound Issue
990000477130302486,,(Aleph)000047713EMU01,ocm44191622,Bound Issue
990000481590302486,1565-1509,(Aleph)000048159EMU01,(OCoLC)43791934,Bound Issue
990000483920302486,0254-8399,(Aleph)000048392EMU01,(OCoLC)27003242,Bound Issue
990000486260302486,0254-8399,(Aleph)000048626EMU01,(OCoLC)2675526,Bound Issue
990000486860302486,,(Aleph)000048686EMU01,(OCoLC)3265642,Bound Issue
990000487440302486,,(Aleph)000048744EMU01,ocm45347961,Bound Issue
990000487570302486,,(Aleph)000048757EMU01,(OCoLC)37175917,Bound Issue
990000491030302486,,(Aleph)000049103EMU01,(OCoLC)46865732,Bound Issue
990000491050302486,1616-301X,(Aleph)000049105EMU01,(OCoLC)46679851,Bound Issue
990000491060302486,,(Aleph)000049106EMU01,ocm45839243,Bound Issue
990000491100302486,0972-1401,(Aleph)000049110EMU01,(OCoLC)33081632,Bound Issue
990000491190302486,0536-7832,(Aleph)000049119EMU01,(OCoLC)2592284,Bound Issue
990000491210302486,,(Aleph)000049121EMU01,(OCoLC)47357438,Bound Issue
990000492900302486,0263-6115; 1446-7887,(Aleph)000049290EMU01,(OCoLC)46631096,Bound Issue
990000493670302486,,(Aleph)000049367EMU01,ocm45613857,Bound Issue
990000493840302486,0082-0784; 1540-7489,(Aleph)000049384EMU01,(OCoLC)46987033,Bound Issue
990000494470302486,1474-7863,(Aleph)000049447EMU01,(OCoLC)23687023,Bound Issue
990000495320302486,0361-0128,(Aleph)000049532EMU01,ocm45848755,Bound Issue
990000495480302486,0730-2177; 1555-5623,(Aleph)000049548EMU01,(OCoLC)47444291,Bound Issue
990000497300302486,,(Aleph)000049730EMU01,ocm47709065,Bound Issue
990000497310302486,,(Aleph)000049731EMU01,ocm47794472,Bound Issue
990000497540302486,1535-7163,(Aleph)000049754EMU01,(OCoLC)48388121,Bound Issue
990000504330302486,0296-1288,(Aleph)000050433EMU01,ocm14000170,Bound Issue
990000506480302486,1439-4227,(Aleph)000050648EMU01,(OCoLC)45055848,Bound Issue
990000506560302486,1081-6593,(Aleph)000050656EMU01,(OCoLC)32157047,Bound Issue
990000509400302486,1471-8278,(Aleph)000050940EMU01,(OCoLC)47212488,Bound Issue
990000514420302486,,(Aleph)000051442EMU01,(OCoLC)42843133,Bound Issue
990000514960302486,,(Aleph)000051496EMU01,ocm1569743,Bound Issue
990000515220302486,0098-342X; 1533-5046,(Aleph)000051522EMU01,(OCoLC)45787377,Bound Issue
990000520460302486,1534-3502,(Aleph)000052046EMU01,(OCoLC)46483812,Bound Issue
990000529510302486,0308-3381,(Aleph)000052951EMU01,ocm2771456,Bound Issue
990000536960302486,,(Aleph)000053696EMU01,ocm44528527,Bound Issue
990000536970302486,1531-7331,(Aleph)000053697EMU01,(OCoLC)45063048,Bound Issue
990000614900302486,1345-6296,(Aleph)000061490EMU01,(OCoLC)44671842,Bound Issue
990000615540302486,0002-905X; 1537-7989,(Aleph)000061554EMU01,(OCoLC)42470120,Bound Issue
990000616670302486,,(Aleph)000061667EMU01,ocm28326732,Bound Issue
990000617420302486,0278-0984,(Aleph)000061742EMU01,(OCoLC)7701781,Bound Issue
990000617760302486,,(Aleph)000061776EMU01,(OCoLC)35444546,Bound Issue
990000703320302486,,(Aleph)000070332EMU01,(OCoLC)47922334,Bound Issue
990000704460302486,1537-8004,(Aleph)000070446EMU01,(OCoLC)44929787,Bound Issue
990000709450302486,1470-5699,(Aleph)000070945EMU01,(OCoLC)45834797,Bound Issue
990000709920302486,1540-594X; 1537-4726,(Aleph)000070992EMU01,(OCoLC)48010407,Bound Issue
990000712380302486,,(Aleph)000071238EMU01,(OCoLC)48644650,Bound Issue
990000713180302486,1520-2070,(Aleph)000071318EMU01,(OCoLC)39375679,Bound Issue
990000719500302486,0545-0233; 1539-6355,(Aleph)000071950EMU01,(OCoLC)44438887,Bound Issue
990000719710302486,,(Aleph)000071971EMU01,(OCoLC)43556182,Bound Issue
990000719730302486,0376-9771,(Aleph)000071973EMU01,(OCoLC)2245565,Bound Issue
990000719750302486,0970-1761,(Aleph)000071975EMU01,(OCoLC)4469629,Bound Issue
990000719760302486,0036-4339,(Aleph)000071976EMU01,(OCoLC)1605157,Bound Issue
990000719790302486,,(Aleph)000071979EMU01,(OCoLC)43866578,Bound Issue
990000719810302486,,(Aleph)000071981EMU01,(OCoLC)33895826,Bound Issue
990000720560302486,0192-7167; 0890-5282; 1539-6843,(Aleph)000072056EMU01,(OCoLC)48069353,Bound Issue
990000720800302486,0376-6438; 1999-0820; 1995-3763,(Aleph)000072080EMU01,(OCoLC)47947205,Bound Issue
990000725410302486,0942-7481,(Aleph)000072541EMU01,ocm27856525,Bound Issue
990000725670302486,,(Aleph)000072567EMU01,ocm31953610,Bound Issue
990000725740302486,1467-7954,(Aleph)000072574EMU01,(OCoLC)45134667,Bound Issue
990000726270302486,0759-125X; 1164-382X,(Aleph)000072627EMU01,(OCoLC)24832281,Bound Issue
990000727230302486,1681-1658,(Aleph)000072723EMU01,(OCoLC)44759326,Bound Issue
990000727350302486,1063-6153,(Aleph)000072735EMU01,(OCoLC)39781179,Bound Issue
990000730010302486,,(Aleph)000073001EMU01,(OCoLC)46692889,Bound Issue
990000730020302486,0376-9836,(Aleph)000073002EMU01,(OCoLC)1797780,Bound Issue
990000730110302486,1537-4246,(Aleph)000073011EMU01,(OCoLC)48069487,Bound Issue
990000730180302486,1568-4857,(Aleph)000073018EMU01,(OCoLC)48137073,Bound Issue
990000730730302486,,(Aleph)000073073EMU01,(OCoLC)42916967,Bound Issue
990000730820302486,0147-9121,(Aleph)000073082EMU01,(OCoLC)3244461,Bound Issue
990000734710302486,0741-5567,(Aleph)000073471EMU01,(OCoLC)43927429,Bound Issue
990000735210302486,1059-4094,(Aleph)000073521EMU01,(OCoLC)16660907,Bound Issue
990000735230302486,1028-6675,(Aleph)000073523EMU01,(OCoLC)39750823,Bound Issue
990000736140302486,0771-7776,(Aleph)000073614EMU01,(OCoLC)1773347,Bound Issue
990000736150302486,1536-996X,(Aleph)000073615EMU01,(OCoLC)40469545,Bound Issue
990000737660302486,0928-9569,(Aleph)000073766EMU01,(OCoLC)29186477,Bound Issue
990000737970302486,1388-199X,(Aleph)000073797EMU01,(OCoLC)43857872,Bound Issue
990000737980302486,0092-430X; 1536-3090,(Aleph)000073798EMU01,(OCoLC)47244924,Bound Issue
990000737990302486,1533-3531,(Aleph)000073799EMU01,(OCoLC)45753068,Bound Issue
990000738000302486,1393-8940,(Aleph)000073800EMU01,(OCoLC)48085472,Bound Issue
990000738100302486,,(Aleph)000073810EMU01,ocm21998735,Bound Issue
990000749320302486,,(Aleph)000074932EMU01,(OCoLC)166355608,Bound Issue
990000752030302486,,(Aleph)000075203EMU01,(OCoLC)46733058,Bound Issue
990000752110302486,,(Aleph)000075211EMU01,(OCoLC)45721316,Bound Issue
990000752830302486,0304-3754,(Aleph)000075283EMU01,(OCoLC)2579435,Bound Issue
990000752850302486,0972-0731,(Aleph)000075285EMU01,(OCoLC)43251317,Bound Issue
990000752860302486,0972-2521,(Aleph)000075286EMU01,(OCoLC)42134570,Bound Issue
990000752960302486,0001-4516,(Aleph)000075296EMU01,(OCoLC)2128873,Bound Issue
990000752970302486,0001-7485,(Aleph)000075297EMU01,(OCoLC)1820779,Bound Issue
990000755190302486,0213-988X,(Aleph)000075519EMU01,(OCoLC)28051937,Bound Issue
990000755430302486,1025-8116; 1025-8124,(Aleph)000075543EMU01,(OCoLC)36824132,Bound Issue
990000755450302486,,(Aleph)000075545EMU01,(OCoLC)22669370,Bound Issue
990000755460302486,,(Aleph)000075546EMU01,(OCoLC)15355317,Bound Issue
990000755480302486,,(Aleph)000075548EMU01,ocm22669382,Bound Issue
990000755490302486,,(Aleph)000075549EMU01,(OCoLC)17966777,Bound Issue
990000755510302486,0484-8241,(Aleph)000075551EMU01,(OCoLC)6344995,Bound Issue
990000755530302486,0480-6095,(Aleph)000075553EMU01,ocm3496861,Bound Issue
990000755540302486,,(Aleph)000075554EMU01,ocm17222871,Bound Issue
990000756160302486,0040-6708,(Aleph)000075616EMU01,ocm1695364,Bound Issue
990000756210302486,,(Aleph)000075621EMU01,(OCoLC)14903288,Bound Issue
990000757360302486,0545-0217; 1540-0832,(Aleph)000075736EMU01,(OCoLC)48210341,Bound Issue
990000758890302486,1609-3879,(Aleph)000075889EMU01,(OCoLC)47697861,Bound Issue
990000759830302486,1568-3540,(Aleph)000075983EMU01,(OCoLC)52385467,Bound Issue
990000760140302486,0256-9645; 0256-9604,(Aleph)000076014EMU01,(OCoLC)9681761,Bound Issue
990000761930302486,,(Aleph)000076193EMU01,(OCoLC)42207803,Bound Issue
990000764180302486,0080-9691; 0217-7773,(Aleph)000076418EMU01,(OCoLC)3339984,Bound Issue
990000764440302486,0300-9513; 1631-0438,(Aleph)000076444EMU01,(OCoLC)47646946,Bound Issue
990000765470302486,0080-2549,(Aleph)000076547EMU01,(OCoLC)1605433,Bound Issue
